name	compactsave	version	level	ShowLevel	levelreq	reqstr	reqdex	rarity	spawnable	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	Transmogrify	TMogType	TMogMin	TMogMax	useable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldescstr2	spelldesccalc	spelldesccolor	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	diablocloneweight
Hel Rune Stack	0	100	33	0	0			12	1	0	1	17150		115	r15	r15	16	1	1	0	0	0	flprun	invrHel		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Io Rune Stack	0	100	35	0	35			13	1	0	1	274400		116	r16	r16	16	1	1	0	0	0	flprun	invrIo		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lum Rune Stack	0	100	37	0	37			14	1	0	1	315000		117	r17	r17	16	1	1	0	0	0	flprun	invrLum		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Ko Rune Stack	0	100	39	0	39			15	1	0	1	358400		118	r18	r18	16	1	1	0	0	0	flprun	invrKo		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Fal Rune Stack	0	100	41	0	41			16	1	0	1	404600		119	r19	r19	16	1	1	0	0	0	flprun	invrFal		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lem Rune Stack	0	100	43	0	43			17	1	0	1	453600		120	r20	r20	16	1	1	0	0	0	flprun	invrLem		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Pul Rune Stack	0	100	45	0	45			18	1	0	1	505400		121	r21	r21	16	1	1	0	0	0	flprun	invrPul		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Um Rune Stack	0	100	47	0	47			19	1	0	1	560000		122	r22	r22	16	1	1	0	0	0	flprun	invrUm		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Mal Rune Stack	0	100	49	0	49			20	1	0	1	617400		123	r23	r23	16	1	1	0	0	0	flprun	invrMal		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Ist Rune Stack	0	100	51	0	51			21	1	0	1	677600		124	r24	r24	16	1	1	0	0	0	flprun	invrIst		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Gul Rune Stack	0	100	53	0	53			22	1	0	1	740600		125	r25	r25	16	1	1	0	0	0	flprun	invrGul		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Vex Rune Stack	0	100	55	0	55			23	1	0	1	806400		126	r26	r26	16	1	1	0	0	0	flprun	invrVex		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Ohm Rune Stack	0	100	57	0	57			24	1	0	1	875000		127	r27	r27	16	1	1	0	0	0	flprun	invrOhm		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lo Rune Stack	0	100	59	0	59			25	1	0	1	946400		128	r28	r28	16	1	1	0	0	0	flprun	invrLo		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Sur Rune Stack	0	100	61	0	61			26	1	0	1	1020600		129	r29	r29	16	1	1	0	0	0	flprun	invrSur		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Ber Rune Stack	0	100	63	0	63			27	1	0	1	1097600		130	r30	r30	16	1	1	0	0	0	flprun	invrBer		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Jah Rune Stack	0	100	65	0	65			28	1	0	1	1177400		131	r31	r31	16	1	1	0	0	0	flprun	invrJo		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Cham Rune Stack	0	100	67	0	67			29	1	0	1	1260000		132	r32	r32	16	1	1	0	0	0	flprun	invrCham		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Zod Rune Stack	0	100	69	0	69			30	1	0	1	1345400		133	r33	r33	16	1	1	0	0	0	flprun	invrZod		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	99	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
aohaddstates	1	0	70	0	0			99	1	0	1	20		sp0	elw	elw	16	1	1	0	0	0	flppot	invpot		0	xxx			1	stup		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1	4					statpts	5					1	ItemStatsAddstates				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
aohaddskills	1	0	70	0	0			99	1	0	1	0		sbk	tbk	ass	16	2	2	0	0	0	flpbbk	invsbk		0	xxx			1	stup		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	4					newskills	1					1	UseBookOfSkill	UseBookOfSkillController		4	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Magic Arrows	0	100	0	0	0			999	1	0	1	256		z01	aqv	aqv	16	1	3	0	0	0	flpqvr	invqvr		0	xxx			0	mboq		item_quiver	12	item_quiver	0	0	5	0	0	0	1	100	500	200			0	-1																	0	1	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1			
Magic Bolts	0	100	0	0	0			999	1	0	1	256		z02	cqv	cqv	16	1	3	0	0	0	flpqvr	invcqv		0	xxx			0	mxbq		item_quiver	12	item_quiver	0	0	5	0	0	0	1	60	400	150			0	-1																	0	1	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1			
dz_key1	0	100	0	0	0			1	0	0	1	99999		dk1	key	dk1	16	1	2	0	0	0	flpmph	invmph		0	xxx			0	ques		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dz_key2	0	100	0	0	0			1	0	0	1	99999		dk2	key	dk2	16	1	2	0	0	0	flpmph	invmph		0	xxx			0	ques		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dz_key3	0	100	0	0	0			1	0	0	1	99999		dk3	key	dk3	16	1	2	0	0	0	flpmph	invmph		0	xxx			0	ques		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Unique Dust	0	100	0	0	0			1	0	0	1	200		ud1	fng	ud1	16	1	1	0	0	0	flpgsr	invbet		0	xxx			0	dut2		item_rare	12	item_rare	0	0	5	0	0	0	1	1	50	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
SoulCrystal	0	100	0	0	0			8	0	0	1	1		sc1	rda	sc1	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	scl1		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew01	0	100	0	0	0			1	0	0	1	200		w01	scr	w01	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw01				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew02	0	100	0	0	0			1	0	0	1	200		w02	scr	w02	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw02				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew03	0	100	0	0	0			1	0	0	1	200		w03	scr	w03	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw03				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew04	0	100	0	0	0			1	0	0	1	200		w04	scr	w04	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw04				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew05	0	100	0	0	0			1	0	0	1	200		w05	scr	w05	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw05				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew06	0	100	0	0	0			1	0	0	1	200		w06	scr	w06	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw06				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew07	0	100	0	0	0			1	0	0	1	200		w07	scr	w07	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw07				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew08	0	100	0	0	0			1	0	0	1	200		w08	scr	w08	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw08				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew09	0	100	0	0	0			1	0	0	1	200		w09	scr	w09	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw09				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew10	0	100	0	0	0			1	0	0	1	200		w10	scr	w10	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw10				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew11	0	100	0	0	0			1	0	0	1	200		w11	scr	w11	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw11				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew12	0	100	0	0	0			1	0	0	1	200		w12	scr	w12	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw12				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew13	0	100	0	0	0			1	0	0	1	200		w13	scr	w13	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw13				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew14	0	100	0	0	0			1	0	0	1	200		w14	scr	w14	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw14				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew15	0	100	0	0	0			1	0	0	1	200		w15	scr	w15	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw15				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew16	0	100	0	0	0			1	0	0	1	200		w16	scr	w16	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw16				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew17	0	100	0	0	0			1	0	0	1	200		w17	scr	w17	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw17				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew18	0	100	0	0	0			1	0	0	1	200		w18	scr	w18	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw18				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew19	0	100	0	0	0			1	0	0	1	200		w19	scr	w19	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw19				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew20	0	100	0	0	0			1	0	0	1	200		w20	scr	w20	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw20				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew21	0	100	0	0	0			1	0	0	1	200		w21	scr	w21	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw21				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew22	0	100	0	0	0			1	0	0	1	200		w22	scr	w22	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw22				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew23	0	100	0	0	0			1	0	0	1	200		w23	scr	w23	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw23				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew24	0	100	0	0	0			1	0	0	1	200		w24	scr	w24	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw24				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew25	0	100	0	0	0			1	0	0	1	200		w25	scr	w25	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw25				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew26	0	100	0	0	0			1	0	0	1	200		w26	scr	w26	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw26				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew27	0	100	0	0	0			1	0	0	1	200		w27	scr	w27	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw27				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew28	0	100	0	0	0			1	0	0	1	200		w28	scr	w28	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw28				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew29	0	100	0	0	0			1	0	0	1	200		w29	scr	w29	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw29				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew30	0	100	0	0	0			1	0	0	1	200		w30	scr	w30	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw30				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew31	0	100	0	0	0			1	0	0	1	200		w31	scr	w31	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw31				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew32	0	100	0	0	0			1	0	0	1	200		w32	scr	w32	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw32				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew33	0	100	0	0	0			1	0	0	1	200		w33	scr	w33	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw33				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew34	0	100	0	0	0			1	0	0	1	200		w34	scr	w34	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw34				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew35	0	100	0	0	0			1	0	0	1	200		w35	scr	w35	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw35				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew36	0	100	0	0	0			1	0	0	1	200		w36	scr	w36	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw36				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew37	0	100	0	0	0			1	0	0	1	200		w37	scr	w37	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw37				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew38	0	100	0	0	0			1	0	0	1	200		w38	scr	w38	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw38				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew39	0	100	0	0	0			1	0	0	1	200		w39	scr	w39	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw39				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew40	0	100	0	0	0			1	0	0	1	200		w40	scr	w40	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw40				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew41	0	100	0	0	0			1	0	0	1	200		w41	scr	w41	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw41				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew42	0	100	0	0	0			1	0	0	1	200		w42	scr	w42	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw42				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew43	0	100	0	0	0			1	0	0	1	200		w43	scr	w43	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw43				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
dzstonew44	0	100	0	0	0			1	0	0	1	200		w44	scr	w44	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	ust1		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ItemStatsw44				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
