Name	Id	Pal	Act	QuestFlag	QuestFlagEx	Layer	SizeX	SizeY	SizeX(N)	SizeY(N)	SizeX(H)	SizeY(H)	OffsetX	OffsetY	Depend	Teleport	Rain	Mud	NoPer	LOSDraw	FloorFilter	BlankScreen	DrawEdges	*IsInside	DrlgType	LevelType	SubType	SubTheme	SubWaypoint	SubShrine	Vis0	Vis1	Vis2	Vis3	Vis4	Vis5	Vis6	Vis7	Warp0	Warp1	Warp2	Warp3	Warp4	Warp5	Warp6	Warp7	Intensity	Red	Green	Blue	Portal	Position	SaveMonsters	Quest	WarpDist	MonLvl	MonLvl(N)	MonLvl(H)	MonLvlEx	MonLvlEx(N)	MonLvlEx(H)	MonDen	MonDen(N)	MonDen(H)	MonUMin	MonUMax	MonUMin(N)	MonUMax(N)	MonUMin(H)	MonUMax(H)	MonWndr	MonSpcWalk	NumMon	mon1	mon2	mon3	mon4	mon5	mon6	mon7	mon8	mon9	mon10	mon11	mon12	mon13	mon14	mon15	mon16	mon17	mon18	mon19	mon20	mon21	mon22	mon23	mon24	mon25	rangedspawn	nmon1	nmon2	nmon3	nmon4	nmon5	nmon6	nmon7	nmon8	nmon9	nmon10	nmon11	nmon12	nmon13	nmon14	nmon15	nmon16	nmon17	nmon18	nmon19	nmon20	nmon21	nmon22	nmon23	nmon24	nmon25	umon1	umon2	umon3	umon4	umon5	umon6	umon7	umon8	umon9	umon10	umon11	umon12	umon13	umon14	umon15	umon16	umon17	umon18	umon19	umon20	umon21	umon22	umon23	umon24	umon25	cmon1	cmon2	cmon3	cmon4	cpct1	cpct2	cpct3	cpct4	camt1	camt2	camt3	camt4	Themes	SoundEnv	Waypoint	LevelName	LevelWarp	LevelEntry	ObjGrp0	ObjGrp1	ObjGrp2	ObjGrp3	ObjGrp4	ObjGrp5	ObjGrp6	ObjGrp7	ObjPrb0	ObjPrb1	ObjPrb2	ObjPrb3	ObjPrb4	ObjPrb5	ObjPrb6	ObjPrb7
Act 2 - Tomb Tal 4	69	1	1	13	13	51	200	200	200	200	200	200	4500	1900	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	17	42	85	17	49	88	3300	4400	6600	0	2	25	25	25	25	1	0	25	wraith4	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2	sandraider3	baboon1	sk_archer5	blunderbore1	skmage_pois4	maggotegg5	slinger9	blunderbore4	cr_lancer6	pantherwoman5										wraith4	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2	sandraider3	baboon1	sk_archer5	blunderbore1	skmage_pois4	maggotegg5	slinger9	blunderbore4	cr_lancer6	pantherwoman5									wraith4	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2	sandraider3	baboon1	sk_archer5	blunderbore1	skmage_pois4	maggotegg5	slinger9	blunderbore4	cr_lancer6	pantherwoman5									rat	bat	scorpion		30	30	20						8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	EnteringTalRasha'sTomb	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0
Act 2 - Tomb Tal 5	70	1	1	13	13	52	200	200	200	200	200	200	4500	2200	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	17	42	85	17	49	88	3300	4400	6600	0	2	25	25	25	25	1	0	25	wraith4	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2	sandraider3	baboon1	sk_archer5	blunderbore1	skmage_ltng4	baboon4	baboon3	sandraider6	cr_archer6	clawviper6	cr_lancer7	pantherwoman6								wraith4	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2	sandraider3	baboon1	sk_archer5	blunderbore1	skmage_ltng4	baboon4	baboon3	sandraider6	cr_archer6	clawviper6	cr_lancer7	pantherwoman6							wraith4	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2	sandraider3	baboon1	sk_archer5	blunderbore1	skmage_ltng4	baboon4	baboon3	sandraider6	cr_archer6	clawviper6	cr_lancer7	pantherwoman6							rat	bat	scorpion		30	30	20						8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	EnteringTalRasha'sTomb	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0
Act 2 - Tomb Tal 6	71	1	1	13	13	53	200	200	200	200	200	200	4500	2500	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	17	42	85	17	49	88	3300	4400	6600	0	2	25	25	25	25	1	0	25	wraith4	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2	skeleton5	scarab1	skmage_ltng3	skeleton5	scarab1	sandraider3	baboon1	sk_archer5	blunderbore1	skmage_cold4	sandraider7	cr_archer7	pantherwoman5	maggotqueen5	pantherwoman5					wraith4	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2	skeleton5	scarab1	skmage_ltng3	skeleton5	scarab1	sandraider3	baboon1	sk_archer5	blunderbore1	skmage_cold4	sandraider7	cr_archer7	pantherwoman5	maggotqueen5	pantherwoman5				wraith4	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2	skeleton5	scarab1	skmage_ltng3	skeleton5	scarab1	sandraider3	baboon1	sk_archer5	blunderbore1	skmage_cold4	sandraider7	cr_archer7	pantherwoman5	maggotqueen5	pantherwoman5				rat	bat	scorpion		30	30	20						8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	EnteringTalRasha'sTomb	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0
Act 2 - Tomb Tal 7	72	1	1	13	13	54	200	200	200	200	200	200	4500	2800	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	17	42	85	17	49	88	3300	4400	6600	0	2	25	25	25	25	1	0	25	wraith4	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2	mummy2	unraveler1	unraveler1	batdemon1	slinger2	sandraider3	baboon1	sk_archer5	blunderbore1	skmage_fire4	sandraider8	cr_lancer6	pantherwoman6	clawviper7	pantherwoman6					wraith4	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2	mummy2	unraveler1	unraveler1	batdemon1	slinger2	sandraider3	baboon1	sk_archer5	blunderbore1	skmage_fire4	sandraider8	cr_lancer6	pantherwoman6	clawviper7	pantherwoman6				wraith4	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2	mummy2	unraveler1	unraveler1	batdemon1	slinger2	sandraider3	baboon1	sk_archer5	blunderbore1	skmage_fire4	sandraider8	cr_lancer6	pantherwoman6	clawviper7	pantherwoman6				rat	bat	scorpion		30	30	20						8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	EnteringTalRasha'sTomb	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0
Act 2 - Duriel's Lair	73	1	1	13	13	55	32	47	32	47	32	47	4500	3100	0	2	0	0	1	1	1	1	0	1	2	17	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	1	1	0	2025	17	42	85	17	49	88	3300	4400	6600	0	2	25	25	25	25	1	0	25	wraith4	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2	mummy2	unraveler1	unraveler1	batdemon1	slinger2	sandraider3	baboon1	sk_archer5	blunderbore1	skmage_pois4	sandraider9	cr_lancer7	sandleaper6	clawviper8	sandleaper6					wraith4	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2	mummy2	unraveler1	unraveler1	batdemon1	slinger2	sandraider3	baboon1	sk_archer5	blunderbore1	skmage_pois4	sandraider9	cr_lancer7	sandleaper6	clawviper8	sandleaper6				wraith4	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2	mummy2	unraveler1	unraveler1	batdemon1	slinger2	sandraider3	baboon1	sk_archer5	blunderbore1	skmage_pois4	sandraider9	cr_lancer7	sandleaper6	clawviper8	sandleaper6				rat	bat	scorpion	larva	30	30	20	100					0	21	255	Duriel's Lair	To Duriel's Lair	EnteringDuriel'sLair	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 2 - Arcane	74	1	1	11	11	56	200	200	200	200	200	200	5000	1000	0	1	0	0	1	1	1	1	0	1	1	19	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	128	255	255	255	1	1	1	11	3800	14	39	85	14	48	88	1485	1980	2970	0	1	25	25	25	25	1	0	25	wraith3	goatman4	vampire1	skmage_pois4	skmage_fire4	skmage_cold4	skmage_ltng4	sandraider3	clawviper2	clawviper3	clawviper3	mummy3	sandraider3	baboon1	sk_archer5	blunderbore1	skmage_ltng4	sandraider10	cr_lancer8	sandleaper7	clawviper9	sandleaper7					wraith3	goatman4	vampire1	skmage_pois4	skmage_fire4	skmage_cold4	skmage_ltng4	sandraider3	clawviper2	clawviper3	clawviper3	mummy3	sandraider3	baboon1	sk_archer5	blunderbore1	skmage_ltng4	sandraider10	cr_lancer8	sandleaper7	clawviper9	sandleaper7				wraith3	goatman4	vampire1	skmage_pois4	skmage_fire4	skmage_cold4	skmage_ltng4	sandraider3	clawviper2	clawviper3	clawviper3	mummy3	sandraider3	baboon1	sk_archer5	blunderbore1	skmage_ltng4	sandraider10	cr_lancer8	sandleaper7	clawviper9	sandleaper7																0	22	16	Arcane Sanctuary	To The Arcane Sanctuary	EnteringTheArcaneSanctuary	53	75	0	0	0	0	0	0	75	75	0	0	0	0	0	0
Act 3 - Town	75	2	2			57	64	48	64	48	64	48	1000	1000	0	1	1	1	0	0	1	1	0	0	2	20	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	0	0	2025	0	25	50				0	0	0			25	25	25	25	0	0																																																																																										0	23	18	Kurast Docktown	To The Kurast Docktown	EnteringTheKurastDocktown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 3 - Jungle 1	76	2	2			57	64	192	64	192	64	192	-1	-1	0	1	1	1	0	0	1	1	0	0	3	21	-1	-1	-1	-1	84	85	0	0	0	0	0	0	51	51	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	21	46	85	21	49	88	975	1300	1950	150	150	25	25	25	25	1	5	25	baboon3	mosquito1	thornhulk1	fetish2	fetishblow2	foulcrow4	mummy4	bonefetish4	batdemon2	willowisp1	bonefetish5	vulture3	vulture4														baboon3	mosquito1	thornhulk1	fetish2	fetishblow2	foulcrow4	mummy4	bonefetish4	batdemon2	willowisp1	bonefetish5	vulture3	vulture4													baboon3	mosquito1	thornhulk1	fetish2	fetishblow2	foulcrow4	mummy4	bonefetish4	batdemon2	willowisp1	bonefetish5	vulture3	vulture4													snake	parrot			30	30							0	24	19	Spider Forest	To The Spider Forest	EnteringTheSpiderForest	31	43	40	52	69	0	0	0	50	15	45	35	30	0	0	0
Act 3 - Jungle 2	77	2	2			57	64	192	64	192	64	192	-1	-1	0	1	1	1	0	0	1	1	0	0	3	21	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	21	46	85	21	50	88	975	1300	1950	150	150	25	25	25	25	1	5	25	frogdemon1	frogdemon2	thornhulk2	zombie4	fetishshaman2	willowisp1	bonefetish4	zombie4	batdemon2	willowisp1	bonefetish5	baboon7	baboon8														frogdemon1	frogdemon2	thornhulk2	zombie4	fetishshaman2	willowisp1	bonefetish4	zombie4	batdemon2	willowisp1	bonefetish5	baboon7	baboon8													frogdemon1	frogdemon2	thornhulk2	zombie4	fetishshaman2	willowisp1	bonefetish4	zombie4	batdemon2	willowisp1	bonefetish5	baboon7	baboon8													snake	parrot			30	30							0	24	20	Great Marsh	To The Great Marsh	EnteringTheGreatMarsh	31	43	40	52	69	0	0	0	50	15	45	35	30	0	0	0
Act 3 - Jungle 3	78	2	2			57	64	192	64	192	64	192	-1	-1	0	1	1	1	0	0	1	1	0	0	3	21	-1	-1	-1	-1	86	88	0	0	0	0	0	0	53	54	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	22	47	85	22	50	88	975	1300	1950	150	150	25	25	25	25	1	5	25	fetish3	fetishshaman3	fetish4	fetishshaman4	vulture4	frogdemon3	fetishblow3	sandleaper4	mummy4	mosquito2	batdemon3	unraveler4	bonefetish4	bonefetish6	bonefetish7	bonefetish1	baboon6										fetish3	fetishshaman3	fetish4	fetishshaman4	vulture4	frogdemon3	fetishblow3	sandleaper4	mummy4	mosquito2	batdemon3	unraveler4	bonefetish4	bonefetish6	bonefetish7	bonefetish1	baboon6									fetish3	fetishshaman3	fetish4	fetishshaman4	vulture4	frogdemon3	fetishblow3	sandleaper4	mummy4	mosquito2	batdemon3	unraveler4	bonefetish4	bonefetish6	bonefetish7	bonefetish1	baboon6									snake	parrot			30	30							0	24	21	Flayer Jungle	To The Flayer Jungle	EnteringTheFlayerJungle	31	43	40	52	43	69	0	0	50	15	45	35	50	25	0	0
Act 3 - Kurast 1	79	2	2			57	80	64	80	64	80	64	-1	-1	0	1	1	1	0	0	1	1	1	0	3	22	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	22	47	85	22	52	88	488	650	975	150	150	25	25	25	25	1	0	25	baboon4	sandleaper4	vulture3	zealot1	clawviper5	scarab5	batdemon4	cr_archer5	mummy4	unraveler4	mosquito4	frogdemon3	bonefetish4	bonefetish2	unraveler9	tentacle1	arach7										baboon4	sandleaper4	vulture3	zealot1	clawviper5	scarab5	batdemon4	cr_archer5	mummy4	unraveler4	mosquito4	frogdemon3	bonefetish4	bonefetish2	unraveler9	tentacle1	arach7									baboon4	sandleaper4	vulture3	zealot1	clawviper5	scarab5	batdemon4	cr_archer5	mummy4	unraveler4	mosquito4	frogdemon3	bonefetish4	bonefetish2	unraveler9	tentacle1	arach7									snake	parrot			30	30							0	25	22	Lower Kurast	To Lower Kurast	EnteringLowerKurast	31	76	40	42	43	69	0	0	33	15	35	40	40	15	0	0
Act 3 - Kurast 2	80	2	2			57	80	64	80	64	80	64	-1	-1	0	1	1	1	0	0	1	1	1	0	3	22	-1	-1	-1	-1	92	92	94	95	0	0	0	0	57	57	61	61	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	22	47	85	22	52	88	488	650	975	150	150	25	25	25	25	1	0	25	thornhulk3	thornhulk2	zealot2	cantor1	clawviper5	scarab5	batdemon4	cr_archer5	brute5	corruptrogue5	arach5	vampire2	frogdemon1	frogdemon2	swarm4	bonefetish3	zealot3	tentacle2	cantor5								thornhulk3	thornhulk2	zealot2	cantor1	clawviper5	scarab5	batdemon4	cr_archer5	brute5	corruptrogue5	arach5	vampire2	frogdemon1	frogdemon2	swarm4	bonefetish3	zealot3	tentacle2	cantor5							thornhulk3	thornhulk2	zealot2	cantor1	clawviper5	scarab5	batdemon4	cr_archer5	brute5	corruptrogue5	arach5	vampire2	frogdemon1	frogdemon2	swarm4	bonefetish3	zealot3	tentacle2	cantor5							snake	parrot			30	30							0	25	23	Kurast Bazaar	To The Kurast Bazaar	EnteringTheKurastBazaar	31	76	40	42	43	69	0	0	33	15	45	50	50	25	0	0
Act 3 - Kurast 3	81	2	2			57	80	64	80	64	80	64	-1	-1	0	1	1	1	0	0	1	1	1	0	3	22	-1	-1	-1	-1	92	92	96	97	0	0	0	0	57	57	61	61	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	23	48	85	23	52	88	488	650	975	150	150	25	25	25	25	1	0	25	vulture4	zealot3	cantor2	thornhulk3	clawviper5	scarab5	batdemon4	cr_archer5	brute5	corruptrogue5	arach5	vampire2	fetish3	fetishshaman3	fetish4	cantor4	tentacle3	cantor6									vulture4	zealot3	cantor2	thornhulk3	clawviper5	scarab5	batdemon4	cr_archer5	brute5	corruptrogue5	arach5	vampire2	fetish3	fetishshaman3	fetish4	cantor4	tentacle3	cantor6								vulture4	zealot3	cantor2	thornhulk3	clawviper5	scarab5	batdemon4	cr_archer5	brute5	corruptrogue5	arach5	vampire2	fetish3	fetishshaman3	fetish4	cantor4	tentacle3	cantor6								snake	parrot			30	30							0	25	24	Upper Kurast	To Upper Kurast	EnteringUpperKurast	31	76	40	42	43	69	0	0	33	15	45	50	50	25	0	0
Act 3 - Kurast 4	82	2	2			57	48	16	48	16	48	16	-1	-1	0	1	1	1	0	0	1	1	1	0	3	22	-1	-1	-1	-1	0	0	98	99	0	0	0	0	-1	-1	61	61	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	24	49	85	24	53	88	488	650	975	150	150	25	25	25	25	1	0	25	sandraider4	baboon5	cantor3	arach5	mummy5	vampire3	blunderbore3	bonefetish5	mummy4	bonefetish4	batdemon2	willowisp1	bonefetish5	crownest4	tentacle1	cantor5	willowisp5										sandraider4	baboon5	cantor3	arach5	mummy5	vampire3	blunderbore3	bonefetish5	mummy4	bonefetish4	batdemon2	willowisp1	bonefetish5	crownest4	tentacle1	cantor5	willowisp5									sandraider4	baboon5	cantor3	arach5	mummy5	vampire3	blunderbore3	bonefetish5	mummy4	bonefetish4	batdemon2	willowisp1	bonefetish5	crownest4	tentacle1	cantor5	willowisp5									snake	parrot			30	30							0	25	255	Kurast Causeway	To The Kurast Causeway	EnteringTheKurastCauseway	31	76	40	42	43	69	0	0	33	15	45	50	50	25	0	0
Act 3 - Travincal	83	2	2			57	64	64	64	64	64	64	-1	-1	0	1	1	1	0	0	1	1	1	0	3	22	-1	-1	-1	-1	100	0	0	0	0	0	0	0	64	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	24	49	85	24	54	88	488	650	975	150	150	25	25	25	25	1	0	25	cantor3	cantor3	vampire2	cr_archer5	mummy5	vampire3	blunderbore3	bonefetish5	mummy4	bonefetish4	batdemon2	willowisp1	bonefetish5	baboon6	tentacle2	cantor6	willowisp6										cantor3	cantor3	vampire2	cr_archer5	mummy5	vampire3	blunderbore3	bonefetish5	mummy4	bonefetish4	batdemon2	willowisp1	bonefetish5	baboon6	tentacle2	cantor6	willowisp6									cantor3	cantor3	vampire2	cr_archer5	mummy5	vampire3	blunderbore3	bonefetish5	mummy4	bonefetish4	batdemon2	willowisp1	bonefetish5	baboon6	tentacle2	cantor6	willowisp6									snake	parrot			30	30							0	25	25	Travincal	To Travincal	EnteringTravincal	31	61	40	42	69	62	0	0	33	25	50	33	33	35	0	0
Act 3 - Spider 1	84	2	2			58	200	200	200	200	200	200	1500	1000	0	1	0	0	0	1	1	1	0	1	1	23	-1	-1	-1	-1	0	76	0	0	0	0	0	0	-1	52	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	21	46	85	21	50	88	1050	1400	2100	150	150	25	25	25	25	1	0	25	arach3	arach4	batdemon2	sandmaggot4	arach3	mummy4	mosquito2	batdemon3	unraveler4	sandleaper4	baboon3	baboon1	brute5	tentacle3	fetishshaman4	arach2											arach3	arach4	batdemon2	sandmaggot4	arach3	mummy4	mosquito2	batdemon3	unraveler4	sandleaper4	baboon3	baboon1	brute5	tentacle3	fetishshaman4	arach2										arach3	arach4	batdemon2	sandmaggot4	arach3	mummy4	mosquito2	batdemon3	unraveler4	sandleaper4	baboon3	baboon1	brute5	tentacle3	fetishshaman4	arach2										minispider				30								0	29	255	Spider Cave	To The Spider Cave	EnteringTheSpiderCave	0	2	68	62	0	0	0	0	35	35	35	35	0	0	0	0
Act 3 - Spider 2	85	2	2			59	200	200	200	200	200	200	1500	1300	0	1	0	0	0	1	1	1	0	1	1	23	-1	-1	-1	-1	0	76	0	0	0	0	0	0	-1	52	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	21	46	85	21	50	88	1050	1400	2100	150	150	25	25	25	25	1	0	25	arach3	arach4	batdemon2	sandmaggot4	arach3	mummy4	unraveler4	mosquito4	frogdemon3	bonefetish4	baboon4	baboon1	swarm5	tentaclehead1	fetishshaman5	arach3											arach3	arach4	batdemon2	sandmaggot4	arach3	mummy4	unraveler4	mosquito4	frogdemon3	bonefetish4	baboon4	baboon1	swarm5	tentaclehead1	fetishshaman5	arach3										arach3	arach4	batdemon2	sandmaggot4	arach3	mummy4	unraveler4	mosquito4	frogdemon3	bonefetish4	baboon4	baboon1	swarm5	tentaclehead1	fetishshaman5	arach3										minispider				30								0	29	255	Spider Cavern	To The Spider Cavern	EnteringTheSpiderCavern	0	2	68	62	0	0	0	0	35	35	35	35	0	0	0	0
Act 3 - Dungeon 1 A	86	2	2			60	200	200	200	200	200	200	2000	1000	0	1	0	0	0	1	1	1	0	1	1	24	-1	-1	-1	-1	87	78	0	0	0	0	0	0	56	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	21	46	85	21	51	88	1050	1400	2100	150	150	25	25	25	25	1	0	25	mummy4	bonefetish4	batdemon2	willowisp1	bonefetish5	arach4	arach5	vampire2	baboon3	mosquito1	thornhulk1	fetish2	sandmaggot7	tentaclehead2	fetishblow4	arach4											mummy4	bonefetish4	batdemon2	willowisp1	bonefetish5	arach4	arach5	vampire2	baboon3	mosquito1	thornhulk1	fetish2	sandmaggot7	tentaclehead2	fetishblow4	arach4										mummy4	bonefetish4	batdemon2	willowisp1	bonefetish5	arach4	arach5	vampire2	baboon3	mosquito1	thornhulk1	fetish2	sandmaggot7	tentaclehead2	fetishblow4	arach4										rat				30								0	27	255	Swampy Pit Level 1	To The Swampy Pit Level 1	EnteringTheSwampyPitLevel1	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0
Act 3 - Dungeon 1 B	87	2	2			61	200	200	200	200	200	200	2000	1300	0	1	0	0	0	1	1	1	0	1	1	24	-1	-1	-1	-1	90	86	0	0	0	0	0	0	56	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	21	46	85	21	51	88	1050	1400	2100	150	150	25	25	25	25	1	0	25	bonefetish4	zombie4	batdemon2	willowisp1	bonefetish5	arach4	arach5	vampire2	frogdemon1	frogdemon2	thornhulk2	zombie4	arach7	tentaclehead3	fetishblow5	unraveler6											bonefetish4	zombie4	batdemon2	willowisp1	bonefetish5	arach4	arach5	vampire2	frogdemon1	frogdemon2	thornhulk2	zombie4	arach7	tentaclehead3	fetishblow5	unraveler6										bonefetish4	zombie4	batdemon2	willowisp1	bonefetish5	arach4	arach5	vampire2	frogdemon1	frogdemon2	thornhulk2	zombie4	arach7	tentaclehead3	fetishblow5	unraveler6										rat				30								0	27	255	Swampy Pit Level 2	To The Swampy Pit Level 2	EnteringTheSwampyPitLevel2	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0
Act 3 - Dungeon 2 A	88	2	2			62	200	200	200	200	200	200	2000	1600	0	1	0	0	0	1	1	1	0	1	1	24	-1	-1	-1	-1	89	78	0	0	0	0	0	0	56	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	22	47	85	22	51	88	1050	1400	2100	150	150	25	25	25	25	1	0	25	fetish3	fetishshaman3	fetish4	fetishshaman4	batdemon3	wraith5	fetishblow3	bonefetish3	sandleaper4	blunderbore3	bonefetish5	baboon3	scarab8	fetishshaman4	baboon7	unraveler7											fetish3	fetishshaman3	fetish4	fetishshaman4	batdemon3	wraith5	fetishblow3	bonefetish3	sandleaper4	blunderbore3	bonefetish5	baboon3	scarab8	fetishshaman4	baboon7	unraveler7										fetish3	fetishshaman3	fetish4	fetishshaman4	batdemon3	wraith5	fetishblow3	bonefetish3	sandleaper4	blunderbore3	bonefetish5	baboon3	scarab8	fetishshaman4	baboon7	unraveler7										rat				30								0	27	255	Flayer Dungeon Level 1	To The Flayer Dungeon Level 1	EnteringTheFlayerDungeonLevel1	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0
Act 3 - Dungeon 2 B	89	2	2			63	200	200	200	200	200	200	2000	1900	0	1	0	0	0	1	1	1	0	1	1	24	-1	-1	-1	-1	91	88	0	0	0	0	0	0	56	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	22	47	85	22	51	88	1050	1400	2100	150	150	25	25	25	25	1	0	25	fetish3	fetishshaman3	fetish4	fetishshaman4	batdemon3	wraith5	fetishblow3	bonefetish3	sandleaper4	blunderbore3	bonefetish5	baboon4	vulture3	fetishshaman5	baboon8	unraveler8											fetish3	fetishshaman3	fetish4	fetishshaman4	batdemon3	wraith5	fetishblow3	bonefetish3	sandleaper4	blunderbore3	bonefetish5	baboon4	vulture3	fetishshaman5	baboon8	unraveler8										fetish3	fetishshaman3	fetish4	fetishshaman4	batdemon3	wraith5	fetishblow3	bonefetish3	sandleaper4	blunderbore3	bonefetish5	baboon4	vulture3	fetishshaman5	baboon8	unraveler8										rat				30								0	27	255	Flayer Dungeon Level 2	To The Flayer Dungeon Level 2	EnteringTheFlayerDungeonLevel2	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0
Act 3 - Dungeon 1 Treasure	90	2	2			64	40	40	40	40	40	40	2000	2200	0	1	0	0	0	1	1	1	0	1	2	24	-1	-1	-1	-1	0	87	0	0	0	0	0	0	-1	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	21	46	85	21	51	88	1050	1400	2100	150	150	25	25	25	25	1	0	25	bonefetish4	bonefetish5	batdemon2	willowisp1	vampire4	vampire4	blunderbore3	bonefetish5	arach3	arach4	batdemon2	sandmaggot4	vulture4	fetishblow4	zealot4	bonefetish6											bonefetish4	bonefetish5	batdemon2	willowisp1	vampire4	vampire4	blunderbore3	bonefetish5	arach3	arach4	batdemon2	sandmaggot4	vulture4	fetishblow4	zealot4	bonefetish6										bonefetish4	bonefetish5	batdemon2	willowisp1	vampire4	vampire4	blunderbore3	bonefetish5	arach3	arach4	batdemon2	sandmaggot4	vulture4	fetishblow4	zealot4	bonefetish6										rat				30								0	27	255	Swampy Pit Level 3	To The Swampy Pit Level 3	EnteringTheSwampyPitLevel3	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0
Act 3 - Dungeon 2 Treasure	91	2	2			65	40	40	40	40	40	40	2000	2340	0	1	0	0	0	1	1	1	0	1	2	24	-1	-1	-1	-1	0	89	0	0	0	0	0	0	-1	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	22	47	85	22	51	88	1050	1400	2100	150	150	25	25	25	25	1	0	25	fetish3	fetishshaman3	fetish4	fetishshaman4	batdemon3	wraith5	fetishblow3	bonefetish3	vampire4	mummy4	bonefetish4	batdemon2	arach2	fetishblow5	zealot5	bonefetish7											fetish3	fetishshaman3	fetish4	fetishshaman4	batdemon3	wraith5	fetishblow3	bonefetish3	vampire4	mummy4	bonefetish4	batdemon2	arach2	fetishblow5	zealot5	bonefetish7										fetish3	fetishshaman3	fetish4	fetishshaman4	batdemon3	wraith5	fetishblow3	bonefetish3	vampire4	mummy4	bonefetish4	batdemon2	arach2	fetishblow5	zealot5	bonefetish7										rat				30								0	27	255	Flayer Dungeon Level 3	To The Flayer Dungeon Level 3	EnteringTheFlayerDungeonLevel3	66	67	62	64	72	0	0	0	80	55	35	35	35	0	0	0
